Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
13002,465.179993,191.296646,87.921898,0.888121,13345,0.73574,Osmancik
11772,434.085999,183.588318,82.08577,0.894475,11937,0.650998,Osmancik
10951,415.139008,173.757935,81.300491,0.883784,11116,0.652272,Osmancik
11639,432.386993,178.694855,83.954514,0.882762,11940,0.593584,Osmancik
11580,428.709015,173.488083,86.639183,0.866374,11921,0.747772,Osmancik
10380,399.177002,164.590576,80.959579,0.87066,10630,0.706411,Osmancik
11329,419.404999,173.390457,84.345825,0.873708,11560,0.803247,Osmancik
11528,433.347992,182.113953,81.497284,0.89428,11777,0.785393,Osmancik
9428,398.920013,164.845383,74.657585,0.891564,9760,0.676715,Osmancik
11480,422.549011,171.271057,86.83596,0.861941,11781,0.648221,Osmancik
10737,414.471985,170.457581,81.170288,0.879342,10986,0.611795,Osmancik
11144,410.343994,164.09407,87.663681,0.84534,11378,0.63383,Osmancik
11696,443.528015,186.587723,80.951973,0.900983,11952,0.73913,Osmancik
11226,413.549988,168.533478,85.627701,0.861313,11424,0.772396,Osmancik
12478,439.221985,176.343948,91.289749,0.855574,12754,0.635822,Osmancik
12756,442.975006,177.986343,92.229248,0.855271,13028,0.70374,Osmancik
11769,426.309998,176.114594,85.902138,0.872976,11928,0.791193,Osmancik
11962,440.545013,181.723404,85.197182,0.883289,12283,0.622859,Osmancik
12734,462.233002,188.156372,87.742844,0.884611,13069,0.585202,Osmancik
10765,413.677002,164.795029,84.791206,0.857475,11127,0.608708,Osmancik
10926,416.222992,173.419983,80.869347,0.884616,11113,0.632365,Osmancik
11080,429.417999,175.215881,82.177803,0.883193,11277,0.569549,Osmancik
10536,412.506989,162.720291,84.624352,0.85413,10974,0.685938,Osmancik
10066,413.28299,177.3069,73.488205,0.910063,10262,0.546412,Osmancik
11398,431.73999,179.467346,81.842644,0.889964,11627,0.594017,Osmancik
11363,416.049988,168.438477,86.908234,0.85661,11594,0.630262,Osmancik
11074,426.524994,182.831894,77.699142,0.905205,11291,0.744821,Osmancik
10612,413.855988,169.879166,80.896774,0.879336,10924,0.671986,Osmancik
10846,418.85199,172.206772,81.692902,0.880316,11069,0.682739,Osmancik
12275,454.692993,181.871292,87.008995,0.878137,12709,0.692681,Osmancik
13111,467.621002,193.567719,88.067871,0.890506,13456,0.619174,Osmancik
11327,423.167999,169.295456,86.568459,0.859375,11657,0.719997,Osmancik
10831,425.601013,182.235458,76.19516,0.908395,11017,0.588641,Osmancik
10878,423.792999,179.846939,77.797897,0.901596,11015,0.58016,Osmancik
11166,414.890015,165.738785,87.030556,0.851036,11478,0.670953,Osmancik
11280,420.101013,170.670364,85.497368,0.865476,11582,0.643175,Osmancik
8810,384.747009,164.353943,68.901581,0.907881,8987,0.587568,Osmancik
12742,446.811005,180.020142,91.048119,0.862671,12954,0.791085,Osmancik
10724,421.697998,168.36853,83.735329,0.867559,10988,0.594457,Osmancik
11277,417.97699,166.912979,87.667145,0.850962,11597,0.642601,Osmancik
11000,413.260986,167.333313,84.737801,0.862298,11158,0.793651,Osmancik
11678,423.675995,173.41394,86.467072,0.866823,11839,0.621104,Osmancik
11679,439.186005,181.426773,83.525658,0.887721,11949,0.567493,Osmancik
10756,420.085999,170.637085,81.582115,0.878304,10957,0.594977,Osmancik
10271,415.539001,177.822235,74.396278,0.908275,10422,0.566082,Osmancik
11740,440.563995,181.20369,83.455185,0.887629,12030,0.57901,Osmancik
10150,405.355988,169.095825,76.932335,0.89051,10358,0.636045,Osmancik
10691,407.087006,163.291748,84.589203,0.855366,10921,0.612104,Osmancik
11756,438.774994,184.135345,82.26664,0.894648,11969,0.65676,Osmancik
12504,445.587006,182.378525,88.632957,0.873968,12781,0.798876,Osmancik
11440,425.81601,170.720978,87.25544,0.859521,11750,0.665078,Osmancik
10943,411.385986,171.017929,82.059959,0.87736,11155,0.624779,Osmancik
12840,454.404999,184.815186,89.921623,0.873653,13185,0.726655,Osmancik
11546,429.523987,175.658691,84.906822,0.87542,11757,0.606312,Osmancik
10774,428.799988,179.699661,77.921753,0.901095,11033,0.716547,Osmancik
11392,427.571991,173.079453,85.354637,0.869943,11638,0.598476,Osmancik
10360,427.332001,187.574188,70.725792,0.926191,10525,0.543233,Osmancik
12075,430.471008,176.182816,88.514061,0.864636,12248,0.802326,Osmancik
10796,410.109985,165.733353,84.248772,0.861157,11060,0.68002,Osmancik
10549,414.445007,170.021011,80.424782,0.881047,10868,0.617117,Osmancik
10950,412.334015,166.306061,85.298172,0.858449,11172,0.776045,Osmancik
11923,437.938995,184.999664,83.116074,0.893393,12093,0.76234,Osmancik
12181,430.949005,177.657623,87.495148,0.870316,12353,0.756584,Osmancik
10898,414.811005,170.235336,82.553139,0.87455,11094,0.602732,Osmancik
11642,427.955994,171.078949,87.568672,0.859068,11946,0.736369,Osmancik
12170,441.47699,181.888,86.578735,0.879445,12373,0.772551,Osmancik
11774,433.729004,180.278488,84.223511,0.884159,12036,0.797696,Osmancik
10842,412.748993,167.045105,84.001625,0.864363,11105,0.670501,Osmancik
11914,430.644012,172.009872,90.054367,0.852,12215,0.71633,Osmancik
11766,423.980988,171.208618,88.112465,0.857401,11954,0.639179,Osmancik
11293,424.623993,178.363419,81.414047,0.889749,11473,0.746102,Osmancik
10222,423.497009,182.800247,72.124298,0.918873,10421,0.820385,Osmancik
13218,454.997986,182.5784,93.237144,0.859777,13459,0.733315,Osmancik
10693,408.70401,167.524094,82.575714,0.870076,10911,0.740923,Osmancik
9963,410.084015,171.168457,75.231483,0.898234,10251,0.719298,Osmancik
9028,390.441986,165.495682,69.939743,0.906313,9260,0.772284,Osmancik
10728,415.927002,169.274338,81.996887,0.874845,10996,0.5931,Osmancik
12558,439.776001,173.442764,93.39814,0.842628,12804,0.638889,Osmancik
12362,448.112,181.039063,88.526077,0.87229,12720,0.63278,Osmancik
11242,418.645996,172.529907,83.848625,0.873962,11409,0.648889,Osmancik
11969,431.128998,177.243317,86.838432,0.871757,12135,0.60279,Osmancik
10085,412.13501,172.962112,75.260658,0.900369,10351,0.69831,Osmancik
13050,460.819,187.396301,89.79348,0.877726,13379,0.595999,Osmancik
11618,434.177002,179.415451,83.346382,0.88555,11820,0.616765,Osmancik
11572,418.628998,164.12326,90.982971,0.832279,11861,0.661635,Osmancik
10666,416.424011,173.893509,78.457436,0.892433,10825,0.594736,Osmancik
10182,404.848999,168.118958,77.888809,0.886204,10369,0.792744,Osmancik
9764,390.957001,160.227097,78.861633,0.87049,9956,0.648814,Osmancik
11856,431.863007,174.352432,88.682663,0.860979,12188,0.615065,Osmancik
12060,438.774994,177.401031,87.377846,0.870287,12420,0.648666,Osmancik
11765,429.334991,174.33136,86.89267,0.866928,11963,0.614681,Osmancik
15420,503.459991,206.056549,96.417282,0.883773,15800,0.584622,Osmancik
11101,418.03299,169.873184,84.646713,0.867008,11340,0.659596,Osmancik
10360,408.281006,165.732925,81.286636,0.871459,10649,0.785265,Osmancik
10392,416.489014,177.366348,75.566948,0.9047,10559,0.562459,Osmancik
9359,395.988007,168.293945,71.107414,0.906354,9555,0.57516,Osmancik
10367,413.959991,176.566513,75.28862,0.904533,10529,0.560378,Osmancik
11652,428.808014,169.58989,89.573807,0.849133,12067,0.737002,Osmancik
11211,410.575989,162.871399,88.590126,0.839133,11408,0.643423,Osmancik
11525,433.781006,184.42334,80.166626,0.900581,11697,0.612706,Osmancik
10908,414.997009,174.449158,80.564186,0.886973,11062,0.754983,Osmancik
12444,445.872009,183.350571,87.90731,0.87757,12630,0.604547,Osmancik
10442,407.282013,166.141525,81.039276,0.872971,10668,0.656234,Osmancik
13672,467.954987,183.55632,97.468727,0.847371,14027,0.615856,Osmancik
11297,418.953003,172.967422,84.433464,0.872762,11482,0.622939,Osmancik
12075,434.660004,179.197144,86.490692,0.87581,12229,0.603087,Osmancik
11274,425.054993,173.380325,83.833794,0.87533,11526,0.652771,Osmancik
11458,418.859985,169.072662,87.521446,0.855589,11668,0.757804,Osmancik
11675,429.130005,173.418198,86.834061,0.865609,11888,0.737337,Osmancik
11048,424.274994,169.519119,84.778145,0.865962,11419,0.691624,Osmancik
12624,451.756989,188.236359,86.355988,0.888558,12878,0.809023,Osmancik
11540,427.52301,172.794998,86.440353,0.865882,11765,0.607113,Osmancik
12531,459.306,192.818192,84.025429,0.900055,12846,0.561727,Osmancik
11480,432.824005,174.962463,85.088463,0.873779,11833,0.590839,Osmancik
11815,430.106995,177.796921,85.678551,0.876232,11993,0.706174,Osmancik
12469,446.841003,191.386658,83.254875,0.900426,12625,0.591452,Osmancik
11363,419.454987,170.06575,86.505669,0.860967,11699,0.694305,Osmancik
12661,436.921997,174.832291,93.077698,0.846504,12898,0.701985,Osmancik
11069,419.638,170.600174,83.608467,0.871675,11333,0.659301,Osmancik
9843,383.115997,154.950317,81.356834,0.851071,10024,0.702269,Osmancik
12058,445.828003,184.828018,84.497032,0.889382,12308,0.704816,Osmancik
12287,444.174988,181.921051,87.739182,0.87601,12508,0.653738,Osmancik
11693,424.503998,176.024063,84.991318,0.875709,11842,0.606735,Osmancik
11341,437.56601,181.903442,80.576691,0.896539,11669,0.766284,Osmancik
12960,460.867004,191.5177,86.797791,0.891404,13211,0.588235,Osmancik
12172,433.597992,174.299408,90.694946,0.853959,12401,0.638447,Osmancik
12396,443.153992,184.801834,86.468658,0.883782,12546,0.587099,Osmancik
12203,442.60199,184.236435,85.572021,0.88559,12418,0.799044,Osmancik
13049,469.537994,196.466171,85.994843,0.899117,13409,0.727004,Osmancik
12507,458.649994,184.417038,88.100647,0.878509,12877,0.577264,Osmancik
10499,403.278015,162.457336,83.755119,0.856859,10749,0.744927,Osmancik
11543,431.763,179.598114,82.522583,0.888186,11786,0.602642,Osmancik
12311,450.334991,194.446747,81.319344,0.908351,12441,0.556555,Osmancik
10563,408.972992,167.470963,81.028946,0.875157,10782,0.617358,Osmancik
12683,448.636993,186.157562,87.558594,0.882482,12847,0.590951,Osmancik
12665,445.662994,186.280396,87.287025,0.883422,12811,0.710081,Osmancik
13818,467.895996,189.28476,94.479927,0.86652,14142,0.617454,Osmancik
12771,449.26001,190.357391,85.925461,0.892327,12939,0.77607,Osmancik
12213,450.218994,188.316788,83.71769,0.89575,12447,0.717989,Osmancik
11875,429.949005,173.693481,88.04171,0.862017,12128,0.78445,Osmancik
11846,437.346985,182.628815,82.912964,0.891003,12019,0.579323,Osmancik
11952,443.490997,181.768265,85.327515,0.88297,12224,0.590135,Osmancik
10919,413.080994,167.126007,84.218582,0.863749,11120,0.639885,Osmancik
12023,442.334991,181.176743,85.414963,0.881895,12282,0.6013,Osmancik
11953,443.518005,183.425735,84.547173,0.887434,12283,0.570712,Osmancik
12544,442.171997,178.022705,90.757629,0.860287,12835,0.770753,Osmancik
12045,438.394012,182.435577,85.035057,0.884727,12276,0.731285,Osmancik
12076,452.542999,188.359161,82.794373,0.898215,12367,0.705869,Osmancik
11773,433.980988,174.717163,87.272697,0.866309,12005,0.609463,Osmancik
11939,437.733002,178.89888,86.442421,0.875515,12204,0.638996,Osmancik
10191,419.57901,174.734238,75.534668,0.901738,10470,0.627331,Osmancik
12406,449.713989,188.507385,84.517654,0.893857,12602,0.798327,Osmancik
12249,456.248993,188.550919,84.381851,0.89427,12578,0.653419,Osmancik
11394,416.162994,167.268982,88.107971,0.850024,11543,0.784225,Osmancik
11732,433.864014,173.958084,86.974655,0.86604,12054,0.629602,Osmancik
10260,417,172.993561,76.907692,0.895744,10527,0.588235,Osmancik
11808,431.457001,176.304581,85.558952,0.874353,12006,0.618349,Osmancik
12235,443.455994,187.662537,83.751724,0.894889,12442,0.658327,Osmancik
12084,433.505005,171.522614,91.329956,0.846451,12356,0.701742,Osmancik
10873,416.040985,170.912979,82.10006,0.87707,11085,0.645359,Osmancik
12906,461.203003,191.543671,86.727356,0.891622,13272,0.73833,Osmancik
12539,442.296997,178.601059,90.334579,0.862657,12790,0.734478,Osmancik
11343,420.723999,173.506653,83.827705,0.875544,11512,0.609839,Osmancik
10613,423.32901,172.112762,79.712402,0.886285,10881,0.58697,Osmancik
11659,429.083008,171.014236,87.788902,0.858184,12017,0.630898,Osmancik
12671,448.838013,180.471436,90.698441,0.86454,12963,0.661602,Osmancik
10304,416.561005,174.274231,76.184395,0.899387,10541,0.61224,Osmancik
10928,410.940002,171.74614,81.385941,0.880593,11132,0.611186,Osmancik
12385,444.678009,177.641632,90.333191,0.861054,12724,0.736545,Osmancik
11682,423.373993,168.39949,89.374191,0.847543,11963,0.715809,Osmancik
13043,442.497986,173.803635,96.69751,0.830941,13278,0.647649,Osmancik
11116,419.713989,173.077057,82.317337,0.879656,11335,0.601645,Osmancik
12569,454.104004,192.091721,83.936508,0.899481,12811,0.566784,Osmancik
11081,414.07901,169.008835,84.326279,0.866633,11289,0.78992,Osmancik
11813,430.255005,172.569534,88.026764,0.860118,12088,0.717505,Osmancik
13111,457.018005,188.334335,90.130234,0.878052,13323,0.779442,Osmancik
13400,468.227997,187.628738,92.691124,0.869454,13756,0.599714,Osmancik
11154,427.221985,174.31781,82.176094,0.881911,11506,0.608577,Osmancik
10236,398.537994,160.849014,82.4916,0.858478,10392,0.795647,Osmancik
11342,429.781006,179.138138,81.86805,0.889461,11532,0.578939,Osmancik
12445,440.576996,184.655212,86.310196,0.884039,12597,0.672303,Osmancik
10737,412.306,165.55162,83.921928,0.861991,11017,0.614104,Osmancik
10897,420.554993,168.118652,83.563011,0.867723,11174,0.640849,Osmancik
8499,370.446014,156.072281,70.630356,0.89174,8648,0.761559,Osmancik
12231,450.55899,187.542145,84.038101,0.893982,12504,0.707158,Osmancik
10841,419.100006,166.865173,84.303154,0.862992,11258,0.694758,Osmancik
10023,413.20401,173.62323,74.240601,0.90397,10221,0.579733,Osmancik
12959,455.266998,181.209793,92.447594,0.860074,13375,0.622191,Osmancik
11219,433.713013,180.316422,80.25338,0.895496,11485,0.700487,Osmancik
12759,455.315002,188.191177,87.082909,0.886496,13082,0.675079,Osmancik
12091,436.278015,180.927551,85.879059,0.880169,12303,0.620656,Osmancik
12263,444.95401,180.220856,87.545288,0.874089,12478,0.604506,Osmancik
11537,428.386993,177.813965,83.652664,0.882426,11733,0.744995,Osmancik
11601,416.645996,165.780991,89.896103,0.840212,11782,0.645217,Osmancik
10984,421.959991,170.873489,83.759529,0.871619,11201,0.695542,Osmancik
11065,416.084015,172.181198,82.184883,0.878732,11222,0.61788,Osmancik
11179,418.709991,171.108383,84.566391,0.869333,11440,0.735606,Osmancik
12188,435.860992,182.032669,85.781174,0.882005,12363,0.76577,Osmancik
11338,420.794006,177.274185,82.139458,0.886177,11481,0.820108,Osmancik
11718,427.145996,164.748199,93.129753,0.824895,12155,0.72031,Osmancik
11280,421.683014,170.830917,85.055222,0.867239,11510,0.605475,Osmancik
10841,413.459991,170.964798,81.674904,0.878507,11070,0.654492,Osmancik
10020,411.610992,177.474655,72.4375,0.912912,10217,0.547421,Osmancik
11490,421.166992,167.710114,88.556274,0.849225,11793,0.755424,Osmancik
10588,404.324005,163.662079,83.969154,0.85835,10756,0.614866,Osmancik
12303,439.341003,184.300018,85.292374,0.886467,12468,0.597465,Osmancik
12120,439.713989,181.697937,85.992538,0.880916,12335,0.602535,Osmancik
10286,406.713013,171.050674,77.448723,0.891621,10469,0.618446,Osmancik
11130,413.408997,168.74588,85.284798,0.862883,11320,0.788802,Osmancik
11802,430.052002,175.27475,86.66317,0.869211,12024,0.621256,Osmancik
8702,381.205994,160.718826,69.733345,0.900969,8924,0.641173,Osmancik
10783,418.681,171.365204,82.124413,0.877686,11133,0.593451,Osmancik
12146,442.247009,176.506165,89.751587,0.861068,12502,0.775409,Osmancik
10844,412.664001,171.029999,81.492851,0.879184,11046,0.817058,Osmancik
12502,443.585999,179.128143,89.949326,0.86478,12788,0.789268,Osmancik
12061,432.688995,174.202789,90.06543,0.855976,12378,0.628014,Osmancik
11543,432.313995,174.841263,86.667603,0.868498,11940,0.691198,Osmancik
11088,418.208008,172.02742,82.935669,0.876112,11284,0.624993,Osmancik
10600,414.865997,174.650543,78.232109,0.894066,10800,0.602821,Osmancik
11173,420.93399,175.654587,81.663872,0.885357,11396,0.801967,Osmancik
12292,447.485992,181.356705,87.986626,0.874427,12535,0.593874,Osmancik
10986,425.127014,172.678833,83.549088,0.875156,11450,0.729918,Osmancik
10916,416.32901,172.507248,81.989311,0.879834,11093,0.72148,Osmancik
12452,445.07901,179.026138,89.891129,0.864803,12710,0.617965,Osmancik
10311,408.339996,168.205688,79.923637,0.879903,10593,0.653505,Osmancik
11719,436.424988,180.115692,83.871201,0.884968,11922,0.683324,Osmancik
10173,406.966003,174.503586,74.868652,0.903287,10342,0.762708,Osmancik
11708,433.665009,184.303085,81.251915,0.897576,11888,0.611703,Osmancik
12218,442.686005,184.3535,85.839714,0.884982,12468,0.642039,Osmancik
12084,434.674011,177.525421,88.046173,0.868343,12321,0.627219,Osmancik
11908,447.634003,187.821136,81.948509,0.899796,12287,0.580312,Osmancik
13039,480.110992,205.857574,81.436211,0.918425,13288,0.576309,Osmancik
10005,394.098999,161.262894,79.957146,0.868426,10220,0.71875,Osmancik
11467,448.683014,192.087234,77.169724,0.915752,11739,0.569789,Osmancik
12277,450.325989,190.741776,82.859993,0.900716,12482,0.7634,Osmancik
12232,440.403015,175.67868,90.061951,0.858597,12525,0.772515,Osmancik
10594,409.821991,164.287842,84.055984,0.859201,10977,0.627904,Osmancik
10806,408.675995,163.715942,85.632484,0.852299,11069,0.611441,Osmancik
12625,445.928009,181.650757,89.600357,0.869884,12905,0.651445,Osmancik
11604,433.117004,175.141815,86.719315,0.868815,12006,0.682588,Osmancik
10662,420.195007,175.882507,78.516281,0.894827,10944,0.56943,Osmancik
11758,436.382996,177.348602,85.966576,0.874663,12190,0.763556,Osmancik
9070,375.093994,156.984894,74.229424,0.881146,9233,0.737398,Osmancik
11536,426.85199,172.189072,87.079926,0.862696,11891,0.605882,Osmancik
11741,445.980011,184.41626,82.475281,0.894422,12215,0.570394,Osmancik
11693,446.484009,185.651596,81.722305,0.897904,12064,0.572793,Osmancik
12261,443.281006,183.636932,86.095299,0.883286,12507,0.717018,Osmancik
11730,424.164001,172.737366,87.719803,0.861462,11913,0.62281,Osmancik
12164,436.609009,180.375656,86.533249,0.877411,12351,0.637192,Osmancik
11337,427.953003,174.944443,83.923981,0.877423,11617,0.595337,Osmancik
10937,411.958008,165.007782,85.261551,0.856159,11135,0.624971,Osmancik
11550,420.273987,170.953064,87.150162,0.860299,11776,0.694695,Osmancik
12262,443.166992,190.679642,82.12513,0.902497,12404,0.618169,Osmancik
9911,390.459991,157.097946,81.447983,0.855106,10178,0.731331,Osmancik
12281,442.110992,177.957535,89.708961,0.863643,12666,0.599073,Osmancik
8628,372.334015,157.333038,70.125023,0.895177,8782,0.60264,Osmancik
11921,422.359009,168.499542,91.071938,0.841352,12169,0.659056,Osmancik
10144,403.643005,165.468903,79.175842,0.878091,10399,0.659301,Osmancik
11549,425.220001,174.226974,85.784653,0.870384,11805,0.630129,Osmancik
10973,419.942993,171.833435,82.904556,0.875912,11239,0.704753,Osmancik
10785,423.795013,175.269012,79.077591,0.892434,11069,0.708421,Osmancik
11635,436.334015,179.397491,84.018402,0.88355,11920,0.665923,Osmancik
11239,419.862,170.461899,85.563148,0.864897,11609,0.622521,Osmancik
12043,444.058014,179.917206,86.4832,0.876894,12364,0.696127,Osmancik
11721,442.350006,186.252335,81.259224,0.899808,11950,0.577788,Osmancik
11869,434.252014,177.87265,86.16555,0.874834,12144,0.621511,Osmancik
11819,434.033997,176.372116,86.818947,0.870455,12193,0.771878,Osmancik
11490,445.686005,179.861755,83.725731,0.885048,12020,0.568925,Osmancik
11614,437.656006,184.90213,81.879913,0.896606,11812,0.818118,Osmancik
10386,411.139008,171.527328,77.875893,0.890994,10636,0.591964,Osmancik
11891,446.407013,189.055466,81.913544,0.90126,12125,0.551915,Osmancik
10585,409.31601,167.748276,81.421661,0.874303,10819,0.683565,Osmancik
11546,429.681,179.215958,82.657013,0.887289,11698,0.599574,Osmancik
10572,412.252014,163.651184,84.481796,0.856449,10911,0.662199,Osmancik
10262,412.768005,166.648804,80.325958,0.876167,10554,0.575805,Osmancik
10272,403.04599,171.383667,76.661179,0.89438,10419,0.759202,Osmancik
9165,380.660004,156.670395,75.540009,0.876084,9366,0.654362,Osmancik
11273,432.654999,185.892792,77.610397,0.908677,11440,0.619736,Osmancik
10215,401.484009,164.242599,80.215614,0.872621,10435,0.682228,Osmancik
10519,406.756012,169.019043,80.372284,0.879704,10684,0.605445,Osmancik
12643,449.34201,184.778076,87.988708,0.879345,12903,0.772044,Osmancik
12598,445.184998,178.979248,91.102158,0.860761,12923,0.631415,Osmancik
10327,403.395996,166.081131,79.9589,0.876476,10576,0.62331,Osmancik
10965,416.973999,174.351746,80.797455,0.886141,11224,0.701087,Osmancik
10818,416.768005,175.708755,78.832657,0.893705,10987,0.634487,Osmancik
13667,463.84201,197.355652,88.586723,0.893598,13829,0.634523,Osmancik
12274,453.128998,190.984039,82.711311,0.901356,12466,0.560354,Osmancik
11817,426.60199,179.56543,84.240791,0.883125,11977,0.657377,Osmancik
11248,420.290009,171.223129,84.842216,0.868604,11521,0.715658,Osmancik
9225,387.824005,163.404984,72.745522,0.895438,9422,0.585046,Osmancik
11986,433.294006,173.225052,89.398926,0.856537,12243,0.622423,Osmancik
14153,480.321991,196.978271,92.798729,0.882074,14555,0.772122,Osmancik
10843,412.367004,168.274506,83.942734,0.866692,11082,0.787436,Osmancik
10903,419.653992,169.51709,83.220016,0.871202,11232,0.697837,Osmancik
12712,456.066986,186.160538,88.900307,0.878606,13092,0.644886,Osmancik
12532,449.743011,179.285263,90.648621,0.862761,12874,0.60279,Osmancik
11050,416.419006,168.317642,85.255981,0.862229,11323,0.691749,Osmancik
12647,451.056,180.344345,91.428085,0.861967,13120,0.658595,Osmancik
11323,420.058014,169.976776,86.361366,0.861311,11586,0.719195,Osmancik
11149,411.30899,164.672287,87.502991,0.847136,11393,0.75921,Osmancik
11355,428.992004,172.281265,85.369492,0.868594,11690,0.614249,Osmancik
12476,452.757996,192.32312,83.672569,0.9004,12654,0.806412,Osmancik
10114,398.367004,161.02005,80.849449,0.864805,10305,0.674536,Osmancik
11919,435.261993,171.845184,89.981606,0.851952,12168,0.611231,Osmancik
11994,444.760986,183.449127,84.426971,0.887805,12262,0.724188,Osmancik
10782,412.880005,165.545868,84.346901,0.860466,11112,0.694717,Osmancik
12191,441.687988,180.116272,87.874939,0.872911,12481,0.601134,Osmancik
9822,398.334991,160.62323,79.28846,0.869672,10085,0.631518,Osmancik
11944,442.789001,182.637039,84.100487,0.887671,12128,0.584545,Osmancik
10523,429.057007,173.884262,78.856789,0.891255,11003,0.586566,Osmancik
10541,406.536011,162.991074,83.698257,0.858081,10901,0.774618,Osmancik
12091,442,181.211777,86.299217,0.879319,12400,0.635032,Osmancik
10899,421.440002,173.638382,81.156258,0.884053,11267,0.693453,Osmancik
12192,428.592987,172.949585,90.531189,0.852054,12383,0.740525,Osmancik
12549,448.847992,175.846039,92.878189,0.849133,12989,0.664989,Osmancik
11465,419.595001,167.987518,88.077797,0.851526,11685,0.75378,Osmancik
10567,398.59201,161.457153,83.767021,0.854884,10720,0.641124,Osmancik
11542,426.403992,175.276077,84.456894,0.876253,11738,0.627283,Osmancik
10689,416.255005,170.624237,80.484856,0.881755,10892,0.626921,Osmancik
9933,397.720001,160.850632,79.782768,0.868319,10161,0.706372,Osmancik
11237,429.529999,179.383926,80.494347,0.893669,11430,0.590427,Osmancik
12155,434.274994,174.77681,89.501503,0.858932,12388,0.802946,Osmancik
11095,423.240997,170.155045,84.617577,0.86758,11350,0.772363,Osmancik
12344,442.701996,179.735779,88.929924,0.869017,12609,0.71897,Osmancik
11607,426.428009,172.181534,87.263527,0.862057,11842,0.644189,Osmancik
10381,414.187988,174.744629,77.079552,0.897459,10556,0.607289,Osmancik
11083,421.786987,171.485672,83.674744,0.872877,11415,0.697658,Osmancik
9017,378.790985,155.36972,74.754425,0.876644,9290,0.664089,Osmancik
12404,454.384003,186.075974,85.987816,0.886822,12659,0.572986,Osmancik
10198,400.195007,166.594116,78.231941,0.882881,10351,0.624992,Osmancik
9817,407.746002,170.088654,74.706108,0.89838,10032,0.583061,Osmancik
11251,431.709015,181.789581,79.829941,0.898422,11408,0.562269,Osmancik
11489,447.237,182.102127,82.121376,0.892542,11913,0.559457,Osmancik
10832,420.076996,167.829391,84.052399,0.865551,11207,0.597298,Osmancik
12992,458.894012,183.420822,92.051437,0.864949,13372,0.77592,Osmancik
10787,401.255005,160.017883,86.637802,0.840749,11010,0.658346,Osmancik
12440,434.804993,173.392792,92.690483,0.845125,12716,0.680339,Osmancik
9585,397.720001,163.853119,75.408058,0.887806,9759,0.726301,Osmancik
10803,411.309998,165.223129,84.782204,0.858306,11098,0.643074,Osmancik
14092,466.447998,185.178238,98.086105,0.848195,14434,0.66384,Osmancik
10623,423.02301,175.034271,78.420906,0.894018,10897,0.587295,Osmancik
10589,408.756012,167.883408,81.036987,0.875787,10775,0.617939,Osmancik
12899,462.269012,190.430527,87.37381,0.888528,13132,0.682957,Osmancik
11462,424.557007,175.419998,84.140518,0.877459,11650,0.798245,Osmancik
12433,442.481995,173.859314,93.107063,0.844516,12769,0.629838,Osmancik
10150,405.737,164.718552,80.264244,0.873245,10338,0.592701,Osmancik
11850,434.622009,180.00145,84.988449,0.881516,12073,0.792112,Osmancik
10763,411.28299,168.570587,81.799019,0.874375,10963,0.767306,Osmancik
11764,428.561005,171.586273,88.725502,0.855931,12125,0.688034,Osmancik
11665,435.705994,182.751892,81.973198,0.893758,11895,0.645903,Osmancik
11147,417.462006,169.332718,84.877396,0.865305,11331,0.715469,Osmancik
13645,454.61499,182.604645,95.708244,0.851639,13819,0.627529,Osmancik
10854,415.279999,170.144028,82.005394,0.876184,11071,0.623721,Osmancik
12312,447.71701,178.960739,88.517525,0.869109,12593,0.618321,Osmancik
11652,429.520996,172.412048,87.482658,0.861708,11982,0.63052,Osmancik
13460,451.048004,181.474991,95.351578,0.85084,13697,0.725998,Osmancik
11444,424.368988,174.220657,84.264572,0.875253,11638,0.656569,Osmancik
11859,436.252991,184.635376,82.174911,0.895498,12049,0.648139,Osmancik
12650,438.144989,175.839828,92.569939,0.850209,12871,0.794349,Osmancik
11227,427.811005,179.555435,80.320183,0.89437,11430,0.592704,Osmancik
12279,455.415009,191.653336,82.4757,0.902668,12549,0.592044,Osmancik
11694,431.389008,177.07016,85.110023,0.876909,11875,0.687882,Osmancik
11419,431.513,175.956528,83.672699,0.879699,11732,0.667778,Osmancik
11357,427.040985,178.595154,81.393036,0.890113,11546,0.596732,Osmancik
12339,453.264008,191.504379,82.774689,0.901762,12534,0.618931,Osmancik
11792,443.911011,186.197235,81.231087,0.899819,12012,0.625338,Osmancik
11377,429.385986,172.539642,85.884338,0.867311,11746,0.735423,Osmancik
12073,439.799011,177.386505,87.631699,0.869453,12337,0.684178,Osmancik
13010,450.561005,186.147446,90.260139,0.874578,13184,0.633367,Osmancik
12188,434.213013,171.758896,91.438904,0.846513,12529,0.621964,Osmancik
11417,419.274994,170.156372,86.503471,0.861135,11584,0.631436,Osmancik
10811,420.231995,174.589157,79.978386,0.888903,11027,0.683808,Osmancik
11062,411.109009,167.803192,84.982826,0.862273,11242,0.822576,Osmancik
11745,426.765991,179.015274,84.025139,0.882999,11904,0.685399,Osmancik
11363,423.265991,175.874161,83.842628,0.879056,11548,0.79135,Osmancik
13524,472.734985,192.085785,91.377769,0.8796,13947,0.596296,Osmancik
10491,411.994995,174.705811,77.036255,0.897532,10658,0.767615,Osmancik
